🇭🇰港澳台(主线),#genre#
公共新闻频道,http://smartzhu.cn:1234/626064693
盐城新闻综合,http://smartzhu.cn:1234/639731825
淮安新闻综合,http://smartzhu.cn:1234/639731826
泰州新闻综合,http://smartzhu.cn:1234/639731818
连云港新闻综合,http://smartzhu.cn:1234/639731715
宿迁新闻综合,http://smartzhu.cn:1234/639731832
徐州新闻综合,http://smartzhu.cn:1234/639731747
优漫卡通频道,http://smartzhu.cn:1234/626064703
江阴新闻综合,http://smartzhu.cn:1234/955227979
南通新闻综合,http://smartzhu.cn:1234/955227985
宜兴新闻综合,http://smartzhu.cn:1234/955227996
溧水新闻综合,http://smartzhu.cn:1234/639737327
陕西银龄频道,http://smartzhu.cn:1234/956909362
陕西都市青春频道,http://smartzhu.cn:1234/956909358
陕西秦腔频道,http://smartzhu.cn:1234/956909303
陕西新闻资讯频道,http://smartzhu.cn:1234/956909289
财富天下,http://smartzhu.cn:1234/956923159
镇江新闻综合,http://smartzhu.cn:1234/639731783
海南广播电视总台新闻频道,http://smartzhu.cn:1234/962067517
海南广播电视总台自贸频道,http://smartzhu.cn:1234/962045226
海南广播电视总台社会与法频道,http://smartzhu.cn:1234/962045223
海南广播电视总台文旅频道,http://smartzhu.cn:1234/962067526
海南广播电视总台少儿频道,http://smartzhu.cn:1234/962067523
广东珠江频道,http://smartzhu.cn:1234/639731952
赛事最经典,http://smartzhu.cn:1234/646596895
体坛名栏汇,http://smartzhu.cn:1234/629943305
四海钓鱼,http://smartzhu.cn:1234/637444975
陕西体育休闲频道,http://smartzhu.cn:1234/956909356
24小时城市联赛轮播台,http://smartzhu.cn:1234/915512915
武术世界,http://smartzhu.cn:1234/958475359
快乐垂钓,http://smartzhu.cn:1234/961930263
建党105周年巡礼,http://smartzhu.cn:1234/713600957
经典香港电影,http://smartzhu.cn:1234/625703337
新片放映厅,http://smartzhu.cn:1234/619495952
CHC影迷电影,http://smartzhu.cn:1234/952383261
CHC动作电影,http://smartzhu.cn:1234/644368714
CHC家庭影院,http://smartzhu.cn:1234/644368373
和美乡途轮播台,http://smartzhu.cn:1234/713591450
南方影视,http://smartzhu.cn:1234/614961829
中国天气,http://smartzhu.cn:1234/959986621
CETV1,http://smartzhu.cn:1234/923287154
CETV2,http://smartzhu.cn:1234/923287211
CETV4,http://smartzhu.cn:1234/923287339
山东教育,http://smartzhu.cn:1234/609154353
熊猫频道01高清,http://smartzhu.cn:1234/609158151
熊猫频道1,http://smartzhu.cn:1234/608933610
熊猫频道2,http://smartzhu.cn:1234/608933640
熊猫频道3,http://smartzhu.cn:1234/608934619
熊猫频道4,http://smartzhu.cn:1234/608934721
熊猫频道5,http://smartzhu.cn:1234/608935104
熊猫频道6,http://smartzhu.cn:1234/608935797
熊猫频道7,http://smartzhu.cn:1234/609169286
熊猫频道8,http://smartzhu.cn:1234/609169287
熊猫频道9,http://smartzhu.cn:1234/609169226
熊猫频道10,http://smartzhu.cn:1234/609169285
最强综艺趴,http://smartzhu.cn:1234/629942228
嘉佳卡通,http://smartzhu.cn:1234/614952364
经典动画大集合,http://smartzhu.cn:1234/629942219
新动漫,http://smartzhu.cn:1234/961930269
新动力量创一流,http://smartzhu.cn:1234/713589837
中华特产,http://smartzhu.cn:1234/959986618
环球旅游,http://smartzhu.cn:1234/958475356
梨园频道,http://smartzhu.cn:1234/961930369

CCTV1综合,http://2280.eu.org:1234/608807420
CCTV2财经,http://2280.eu.org:1234/631780532
CCTV3综艺,http://2280.eu.org:1234/624878271
CCTV4中文国际,http://2280.eu.org:1234/631780421
CCTV5体育,http://2280.eu.org:1234/641886683
CCTV5+体育赛事,http://2280.eu.org:1234/641886773
CCTV6电影,http://2280.eu.org:1234/624878396
CCTV7国防军事,http://2280.eu.org:1234/673168121
CCTV8电视剧,http://2280.eu.org:1234/624878356
CCTV9纪录,http://2280.eu.org:1234/673168140
CCTV10科教,http://2280.eu.org:1234/624878405
CCTV11戏曲,http://2280.eu.org:1234/667987558
CCTV12社会与法,http://2280.eu.org:1234/673168185
CCTV13新闻,http://2280.eu.org:1234/608807423
CCTV14少儿,http://2280.eu.org:1234/624878440
CCTV15音乐,http://2280.eu.org:1234/673168223
CCTV17农业农村,http://2280.eu.org:1234/673168256
CCTV4欧洲,http://2280.eu.org:1234/608807419
CCTV4美洲,http://2280.eu.org:1234/608807416
CGTN外语纪录,http://2280.eu.org:1234/609006487
CGTN阿拉伯语,http://2280.eu.org:1234/609154345
CGTN西班牙语,http://2280.eu.org:1234/609006450
CGTN法语,http://2280.eu.org:1234/609006476
CGTN俄语,http://2280.eu.org:1234/609006446
老故事,http://2280.eu.org:1234/884121956
发现之旅,http://2280.eu.org:1234/624878970
中学生,http://2280.eu.org:1234/708869532
CGTN,http://2280.eu.org:1234/609017205
东方卫视,http://2280.eu.org:1234/651632648
江苏卫视,http://2280.eu.org:1234/623899368
广东卫视,http://2280.eu.org:1234/608831231
北京卫视,http://2280.eu.org:1234/630287636
辽宁卫视,http://2280.eu.org:1234/630291707
河北卫视,http://2280.eu.org:1234/962042070
江西卫视,http://2280.eu.org:1234/783847495
河南卫视,http://2280.eu.org:1234/790187291
陕西卫视,http://2280.eu.org:1234/738910838
大湾区卫视,http://2280.eu.org:1234/608917627
湖北卫视,http://2280.eu.org:1234/947472496
吉林卫视,http://2280.eu.org:1234/947472500
青海卫视,http://2280.eu.org:1234/947472506
东南卫视,http://2280.eu.org:1234/849116810
海南卫视,http://2280.eu.org:1234/947472502
海峡卫视,http://2280.eu.org:1234/849119120
中国农林卫视,http://2280.eu.org:1234/956904896
兵团卫视,http://2280.eu.org:1234/956923145
宁夏卫视,http://2280.eu.org:1234/738910535
重庆卫视,http://2280.eu.org:1234/738910914
三沙卫视,http://2280.eu.org:1234/961023778
黑龙江卫视,http://2280.eu.org:1234/738906901
上海新闻综合,http://2280.eu.org:1234/651632657
上视东方影视,http://2280.eu.org:1234/617290047
上海第一财经,http://2280.eu.org:1234/608780988
南京新闻综合频道,http://2280.eu.org:1234/838109047
南京教科频道,http://2280.eu.org:1234/838153729
南京十八频道,http://2280.eu.org:1234/838151753
体育休闲频道,http://2280.eu.org:1234/626064707
江苏城市频道,http://2280.eu.org:1234/626064714
江苏国际,http://2280.eu.org:1234/626064674
江苏教育,http://2280.eu.org:1234/628008321
江苏影视频道,http://2280.eu.org:1234/626064697
江苏综艺频道,http://2280.eu.org:1234/626065193
公共新闻频道,http://2280.eu.org:1234/626064693
盐城新闻综合,http://2280.eu.org:1234/639731825
淮安新闻综合,http://2280.eu.org:1234/639731826
泰州新闻综合,http://2280.eu.org:1234/639731818
连云港新闻综合,http://2280.eu.org:1234/639731715
宿迁新闻综合,http://2280.eu.org:1234/639731832
徐州新闻综合,http://2280.eu.org:1234/639731747
优漫卡通频道,http://2280.eu.org:1234/626064703
江阴新闻综合,http://2280.eu.org:1234/955227979
南通新闻综合,http://2280.eu.org:1234/955227985
宜兴新闻综合,http://2280.eu.org:1234/955227996
溧水新闻综合,http://2280.eu.org:1234/639737327
陕西银龄频道,http://2280.eu.org:1234/956909362
陕西都市青春频道,http://2280.eu.org:1234/956909358
陕西秦腔频道,http://2280.eu.org:1234/956909303
陕西新闻资讯频道,http://2280.eu.org:1234/956909289
财富天下,http://2280.eu.org:1234/956923159
镇江新闻综合,http://2280.eu.org:1234/639731783
海南广播电视总台新闻频道,http://2280.eu.org:1234/962067517
海南广播电视总台自贸频道,http://2280.eu.org:1234/962045226
海南广播电视总台社会与法频道,http://2280.eu.org:1234/962045223
海南广播电视总台文旅频道,http://2280.eu.org:1234/962067526
海南广播电视总台少儿频道,http://2280.eu.org:1234/962067523
广东珠江频道,http://2280.eu.org:1234/639731952
赛事最经典,http://2280.eu.org:1234/646596895
体坛名栏汇,http://2280.eu.org:1234/629943305
四海钓鱼,http://2280.eu.org:1234/637444975
陕西体育休闲频道,http://2280.eu.org:1234/956909356
24小时城市联赛轮播台,http://2280.eu.org:1234/915512915
武术世界,http://2280.eu.org:1234/958475359
快乐垂钓,http://2280.eu.org:1234/961930263
建党105周年巡礼,http://2280.eu.org:1234/713600957
经典香港电影,http://2280.eu.org:1234/625703337
新片放映厅,http://2280.eu.org:1234/619495952
CHC影迷电影,http://2280.eu.org:1234/952383261
CHC动作电影,http://2280.eu.org:1234/644368714
CHC家庭影院,http://2280.eu.org:1234/644368373
和美乡途轮播台,http://2280.eu.org:1234/713591450
南方影视,http://2280.eu.org:1234/614961829
中国天气,http://2280.eu.org:1234/959986621
CETV1,http://2280.eu.org:1234/923287154
CETV2,http://2280.eu.org:1234/923287211
CETV4,http://2280.eu.org:1234/923287339
山东教育,http://2280.eu.org:1234/609154353
熊猫频道01高清,http://2280.eu.org:1234/609158151
熊猫频道1,http://2280.eu.org:1234/608933610
熊猫频道2,http://2280.eu.org:1234/608933640
熊猫频道3,http://2280.eu.org:1234/608934619
熊猫频道4,http://2280.eu.org:1234/608934721
熊猫频道5,http://2280.eu.org:1234/608935104
熊猫频道6,http://2280.eu.org:1234/608935797
熊猫频道7,http://2280.eu.org:1234/609169286
熊猫频道8,http://2280.eu.org:1234/609169287
熊猫频道9,http://2280.eu.org:1234/609169226
熊猫频道10,http://2280.eu.org:1234/609169285
最强综艺趴,http://2280.eu.org:1234/629942228
嘉佳卡通,http://2280.eu.org:1234/614952364
经典动画大集合,http://2280.eu.org:1234/629942219
新动漫,http://2280.eu.org:1234/961930269
新动力量创一流,http://2280.eu.org:1234/713589837
中华特产,http://2280.eu.org:1234/959986618
环球旅游,http://2280.eu.org:1234/958475356
梨园频道,http://2280.eu.org:1234/961930369


📺央视卫视2,#genre#
CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8
CCTV2,http://183.129.255.66:8480/hls/2/index.m3u8
CCTV3,http://183.129.255.66:8480/hls/3/index.m3u8
CCTV4,http://183.129.255.66:8480/hls/4/index.m3u8
CCTV5,http://183.129.255.66:8480/hls/5/index.m3u8
CCTV5+,http://183.129.255.66:8480/hls/6/index.m3u8
CCTV6,http://183.129.255.66:8480/hls/7/index.m3u8
CCTV7,http://183.129.255.66:8480/hls/8/index.m3u8
CCTV8,http://183.129.255.66:8480/hls/9/index.m3u8
CCTV9,http://183.129.255.66:8480/hls/10/index.m3u8
CCTV10,http://183.129.255.66:8480/hls/11/index.m3u8
CCTV11,http://183.129.255.66:8480/hls/12/index.m3u8
CCTV12,http://183.129.255.66:8480/hls/13/index.m3u8
CCTV13,http://183.129.255.66:8480/hls/14/index.m3u8
CCTV14,http://183.129.255.66:8480/hls/15/index.m3u8
CCTV15,http://183.129.255.66:8480/hls/16/index.m3u8
CCTV16,http://183.129.255.66:8480/hls/17/index.m3u8
CCTV17,http://183.129.255.66:8480/hls/18/index.m3u8
CGTN英语,https://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN阿语,https://arabic-liveali.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CGTN西语,https://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8

湖南卫视,http://192.151.150.154/live/hnwshd.m3u8
东方卫视,http://192.151.150.154/live/dfwshd.m3u8
浙江卫视,http://192.151.150.154/live/zjwshd.m3u8
江苏卫视,http://192.151.150.154/live/jswshd.m3u8
重庆卫视,http://192.151.150.154/live/cqwshd.m3u8
东南卫视,http://192.151.150.154/live/dnwshd.m3u8
广西卫视,http://192.151.150.154/live/gxwshd.m3u8
湖北卫视,http://192.151.150.154/live/hbwshd.m3u8
辽宁卫视,http://192.151.150.154/live/lnwshd.m3u8
山东卫视,http://192.151.150.154/live/sdwshd.m3u8
天津卫视,http://192.151.150.154/live/tjwshd.m3u8
陕西卫视,http://192.151.150.154/live/snwshd.m3u8
广东卫视,http://192.151.150.154/live/gdwshd.m3u8
深圳卫视,http://192.151.150.154/live/szwshd.m3u8
青海卫视,http://192.151.150.154/live/qhws.m3u8
西藏卫视,http://192.151.150.154/live/xzws.m3u8
大湾区卫视,http://192.151.150.154/live/nfws.m3u8
广东体育,http://192.151.150.154/live/gdty.m3u8
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
兵团卫视,http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
大湾区卫视(国际版),http://38.75.136.137:98/gslb/dsdqpub/gdgj.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
山西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
东方卫视,http://107.150.60.122/live/dfwshd.m3u8
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8
江苏卫视,http://107.150.60.122/live/jswshd.m3u8
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8
东南卫视,http://107.150.60.122/live/dnwshd.m3u8
广西卫视,http://107.150.60.122/live/gxwshd.m3u8
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8
辽宁卫视,http://107.150.60.122/live/lnwshd.m3u8
山东卫视,http://107.150.60.122/live/sdwshd.m3u8
天津卫视,http://107.150.60.122/live/tjwshd.m3u8
陕西卫视,http://107.150.60.122/live/snwshd.m3u8
广东卫视,http://107.150.60.122/live/gdwshd.m3u8
深圳卫视,http://107.150.60.122/live/szwshd.m3u8
青海卫视,http://107.150.60.122/live/qhws.m3u8
西藏卫视,http://107.150.60.122/live/xzws.m3u8
大湾区卫视,http://107.150.60.122/live/nfws.m3u8

湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws

北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
山西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
西藏卫视,http://38.75.136.137:98/gslb/dsdqpub/xzws.m3u8?auth=testpub
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
兵团卫视,http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
浙江卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009


📺央卫高清2,#genre#

北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
山西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
西藏卫视,http://38.75.136.137:98/gslb/dsdqpub/xzws.m3u8?auth=testpub
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
兵团卫视,http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
浙江卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009

CCTV1,http://go.bkpcp.top/mg/cctv1
CCTV2,http://go.bkpcp.top/mg/cctv2
CCTV3,http://go.bkpcp.top/mg/cctv3
CCTV4,http://go.bkpcp.top/mg/cctv4
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV5+,http://go.bkpcp.top/mg/cctv5p
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12
CCTV13,http://go.bkpcp.top/mg/cctv13
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV17,http://go.bkpcp.top/mg/cctv17
cct4欧洲,http://go.bkpcp.top/mg/cctv4o
cct4美洲,http://go.bkpcp.top/mg/cctv4m
CGTN-西,http://go.bkpcp.top/mg/cgtne
CGTN-阿,http://go.bkpcp.top/mg/cgtna
CGTN-法,http://go.bkpcp.top/mg/cgtnf
北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws
江苏卫视,http://go.bkpcp.top/mg/jsws
湖南卫视,http://go.bkpcp.top/mg/hunws
广东卫视,http://go.bkpcp.top/mg/gdws
深圳卫视,http://go.bkpcp.top/mg/szws
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws
兵团卫视,http://go.bkpcp.top/mg/btws
黑龙江视,http://go.bkpcp.top/mg/hljws
