轮播频道,#genre#
喜剧闹翻天,https://live.ottiptv.cc/yy/1382735548
当旺爸爸-港剧,https://live.ottiptv.cc/yy/1354936208
致命武器3,https://live.ottiptv.cc/yy/1382749918
国产动作电影,https://live.ottiptv.cc/yy/1382736858
初恋脸,https://live.ottiptv.cc/yy/1382851597
PK地球神,https://live.ottiptv.cc/yy/1382736872
爱在璀璨时,https://live.ottiptv.cc/yy/1354926671
清官难当？看芝麻官如何破局,https://live.ottiptv.cc/yy/1382749909
每天都要快乐哦！,https://live.ottiptv.cc/yy/1354930909
一段关于救赎与坚守的西部传奇,https://live.ottiptv.cc/yy/1382741640
封神：祸商,https://live.ottiptv.cc/yy/1354932407
娘亲舅大,https://live.ottiptv.cc/yy/1354932360
Simon Amstell：躺平哲学,https://live.ottiptv.cc/yy/1382749951
悬疑反转，直击真相,https://live.ottiptv.cc/yy/1354930954
热血战争巨作,https://live.ottiptv.cc/yy/1382745087
动作大片,https://live.ottiptv.cc/yy/1354888739
热血抗日电影,https://live.ottiptv.cc/yy/1382749907
艾迪格里芬：经典就是我,https://live.ottiptv.cc/yy/1354932409
巾帼枭雄之义海豪情,https://live.ottiptv.cc/yy/1382736859
笑傲江湖-电视剧,https://live.ottiptv.cc/yy/1354936128
老夫少妻搞笑忘年恋,https://live.ottiptv.cc/yy/1354932391
最佳下饭小甜剧，暖心暖胃,https://live.ottiptv.cc/yy/1382741637
笔墨传情，致敬经典——妙墨中国心,https://live.ottiptv.cc/yy/1382745178
深海巨兽惊现，渔民与神秘生物的生存博弈,https://live.ottiptv.cc/yy/1382745111
乔·科伊热辣开麦,https://live.ottiptv.cc/yy/1382735625
手机APP掌控人生,https://live.ottiptv.cc/yy/1382736874
铁血拍档：并肩破局的燃魂对决,https://live.ottiptv.cc/yy/1382736884
YY用户,https://live.ottiptv.cc/yy/1382745182
黄大妮-电视剧,https://live.ottiptv.cc/yy/1354930904
海王-院线大片,https://live.ottiptv.cc/yy/1354936142
高分经典动作片,https://live.ottiptv.cc/yy/1382749944
了不起的萝莉小玲,https://live.ottiptv.cc/yy/1382736799
牧野诡事之赤丹珠,https://live.ottiptv.cc/yy/1382736863
美好的意外治愈邂逅,https://live.ottiptv.cc/yy/1382828766
小人国——介子鬼城,https://live.ottiptv.cc/yy/1382749950
全村一起搞艺术,https://live.ottiptv.cc/yy/1354936210
不可能的任务-碟中谍4,https://live.ottiptv.cc/yy/1354930967
岳云鹏宋小宝也来演电影了？,https://live.ottiptv.cc/yy/1354926612
毒力觉醒的异能逆袭狂潮,https://live.ottiptv.cc/yy/1354926735
金牌喜剧班,https://live.ottiptv.cc/yy/1354889009
还原英雄最后的壮烈！,https://live.ottiptv.cc/yy/1354930984
新木乃伊：古埃及公主复活的灾难对决,https://live.ottiptv.cc/yy/1354936169
高分港剧合集,https://live.ottiptv.cc/yy/1382735542
匪帮传奇故事,https://live.ottiptv.cc/yy/1382749941
新时代农村青年的热血奋斗记,https://live.ottiptv.cc/yy/1382736715
丹尼尔·斯洛斯烧脑谜题,https://live.ottiptv.cc/yy/1354936199
你最爱的小龙女-神雕侠侣,https://live.ottiptv.cc/yy/1354926637
呆萌飞行员,https://live.ottiptv.cc/yy/1354930968
亚洲笑星征服美国,https://live.ottiptv.cc/yy/1382736920
宇宙护卫队--国漫,https://live.ottiptv.cc/yy/1382736837
YY用户,https://live.ottiptv.cc/yy/1382735545
悬疑武侠电影—九门,https://live.ottiptv.cc/yy/1382828768
萌妹特攻队爆笑出击,https://live.ottiptv.cc/yy/1354930971
神秘来客闯入,https://live.ottiptv.cc/yy/1382736820
时间的答卷第二季,https://live.ottiptv.cc/yy/1382745106
绝地生死营救,https://live.ottiptv.cc/yy/1354936214
坑你没商量,https://live.ottiptv.cc/yy/1354936160
Bill Burr暴躁经典重现,https://live.ottiptv.cc/yy/1382736917
经典传奇2018,https://live.ottiptv.cc/yy/1382745184
憨夫憨妇闯情关,https://live.ottiptv.cc/yy/1382735581
异地演出，炸场奇遇,https://live.ottiptv.cc/yy/1382735561
笑果伴酒，快乐中秋,https://live.ottiptv.cc/yy/1382745092
杰斯尼克暗黑我思我祷,https://live.ottiptv.cc/yy/1354658051
追踪神秘狐影,https://live.ottiptv.cc/yy/1382749953
快递小哥变身英雄,https://live.ottiptv.cc/yy/1354932405
心动信号甜蜜发酵,https://live.ottiptv.cc/yy/1382736819
Storm憋了一年大招,https://live.ottiptv.cc/yy/1382735559
熊出没之探险日记-森林探险记,https://live.ottiptv.cc/yy/1382745122
异类入侵高能反转,https://live.ottiptv.cc/yy/1354936217
杀机四伏,https://live.ottiptv.cc/yy/1354936195
旺达·塞克丝：怼遍全场,https://live.ottiptv.cc/yy/1354936221
为妈妈点赞,https://live.ottiptv.cc/yy/1382745098
狼爸硬核带娃,https://live.ottiptv.cc/yy/1382735627
龙师傅来接招,https://live.ottiptv.cc/yy/1354889015
武状元落魄，神谕指引丐帮逆袭,https://live.ottiptv.cc/yy/1382736882
苍狼特战突击,https://live.ottiptv.cc/yy/1382736849
开放麦现场惊现认亲,https://live.ottiptv.cc/yy/1354936181
战俘营大逃亡,https://live.ottiptv.cc/yy/1354930915
兵王绝境狙杀,https://live.ottiptv.cc/yy/1382736833
英伦特工智斗谍影,https://live.ottiptv.cc/yy/1382736841
颠覆秩序的声浪狂潮,https://live.ottiptv.cc/yy/1354932426
战火中的兄弟情义,https://live.ottiptv.cc/yy/1382736844
重启,https://live.ottiptv.cc/yy/1354888736
嗜血巨狼突袭人类,https://live.ottiptv.cc/yy/1382735560
唐门双雄战神犼,https://live.ottiptv.cc/yy/1382736897
体验另一种生活！,https://live.ottiptv.cc/yy/1354936229
忠犬救主，一段感动人心的陪伴之旅,https://live.ottiptv.cc/yy/1382736719
打破第四面墙,https://live.ottiptv.cc/yy/1382745090
天龙八部（国语版）,https://live.ottiptv.cc/yy/1382736855
茅山天师降魔,https://live.ottiptv.cc/yy/1354889042
蜀山伏魔剑,https://live.ottiptv.cc/yy/1354932365
你好现任,https://live.ottiptv.cc/yy/1382735566
非典型恋爱,https://live.ottiptv.cc/yy/1354936157
侏罗纪复活战,https://live.ottiptv.cc/yy/1354930945
花木兰巾帼英雄,https://live.ottiptv.cc/yy/1354926622
乔·科伊席卷西雅图,https://live.ottiptv.cc/yy/1382749911
悬疑剧-河神,https://live.ottiptv.cc/yy/1353413683
天师驱魔令,https://live.ottiptv.cc/yy/1354926643
铁甲狂猴雷霆,https://live.ottiptv.cc/yy/1382735552
音乐才女与霸道总裁的治愈之恋,https://live.ottiptv.cc/yy/1382735573
大闹三界奇幻冒险,https://live.ottiptv.cc/yy/1382736804
赵牡丹，辛辣开麦,https://live.ottiptv.cc/yy/1382736893
闲暇观看综艺,https://live.ottiptv.cc/yy/1354932379
暗恋成真青春纯爱,https://live.ottiptv.cc/yy/1382736817
未来中国,https://live.ottiptv.cc/yy/1354932429
青龙偃月显威,https://live.ottiptv.cc/yy/1354932402
小小心事，笑着流泪,https://live.ottiptv.cc/yy/1382736852
戴夫吐槽晕头转向的时代,https://live.ottiptv.cc/yy/1382736869
最佳时机：命运转角的最佳抉择与奔赴,https://live.ottiptv.cc/yy/1354936207
美女保镖出击！,https://live.ottiptv.cc/yy/1354936231
揭秘！经典传奇背后的未解之谜,https://live.ottiptv.cc/yy/1382736912
淮水情深深,https://live.ottiptv.cc/yy/1382749888
爆笑诡扯记,https://live.ottiptv.cc/yy/1354936249
巅峰救援行动,https://live.ottiptv.cc/yy/1382736857
就是要疯狂,https://live.ottiptv.cc/yy/1354936145
契约夫妻上线,https://live.ottiptv.cc/yy/1354936154
许光汉主演喜剧大片,https://live.ottiptv.cc/yy/1382736825
新弦已张，静候谁的指尖与故事？,https://live.ottiptv.cc/yy/1354936170
硬汉搭档扫黑，致命武器2,https://live.ottiptv.cc/yy/1382736865
留学澳大利亚的蓝翔梗王,https://live.ottiptv.cc/yy/1354932441
拳战闸北！,https://live.ottiptv.cc/yy/1382749910
致命蜂群来袭,https://live.ottiptv.cc/yy/1382736896
硬核使命,https://live.ottiptv.cc/yy/1354936122
热烈的玫瑰,https://live.ottiptv.cc/yy/1382736798
外星人入侵,https://live.ottiptv.cc/yy/1382745181
爱情拯救计划,https://live.ottiptv.cc/yy/1354936238
巨蛛嗜血狂,https://live.ottiptv.cc/yy/1354930903
守护千年雄关,https://live.ottiptv.cc/yy/1354936228
太空异种惊魂,https://live.ottiptv.cc/yy/1382745094
踮脚拥抱爱情,https://live.ottiptv.cc/yy/1354930927
公主战俘记,https://live.ottiptv.cc/yy/1354931488
破解终极密码,https://live.ottiptv.cc/yy/1382735571
哮天犬闹龙宫,https://live.ottiptv.cc/yy/1382736913
赛道争锋！,https://live.ottiptv.cc/yy/1382736853
大铸剑师传奇,https://live.ottiptv.cc/yy/1354932371
暗战幽灵毒枭,https://live.ottiptv.cc/yy/1382745099
奇门异人出世,https://live.ottiptv.cc/yy/1382749912
仙剑风云再起,https://live.ottiptv.cc/yy/1354933556
冰峰惊魂夜,https://live.ottiptv.cc/yy/1354936136
绝对忠诚使命,https://live.ottiptv.cc/yy/1354936178
横行不霸道,https://live.ottiptv.cc/yy/1354930189
特派先锋出击,https://live.ottiptv.cc/yy/1382749940
经典传奇2018,https://live.ottiptv.cc/yy/1382745189
网剧《冬去春来》,https://live.ottiptv.cc/yy/1354808044
天龙 神雕金庸,https://live.ottiptv.cc/yy/1356043609
靓剑,https://live.ottiptv.cc/yy/1382788679
24H地下交通站全,https://live.ottiptv.cc/yy/37880083
赵本山宋小宝小品大全,https://live.ottiptv.cc/yy/1382745331
动漫,https://live.ottiptv.cc/yy/23993334
靓剑,https://live.ottiptv.cc/yy/1356043643
武林外传,https://live.ottiptv.cc/yy/1355652820
少年包青天,https://live.ottiptv.cc/yy/1356043677
和你不见不散,https://live.ottiptv.cc/yy/1355635293
武林外传,https://live.ottiptv.cc/yy/1355344777
林正英-经典电影,https://live.ottiptv.cc/yy/34229877
古惑仔,https://live.ottiptv.cc/yy/1458015189
【鹿鼎记】金庸经典,https://live.ottiptv.cc/yy/28265277
【狂飙】,https://live.ottiptv.cc/yy/1354806550
朵宝陪你看狄仁杰,https://live.ottiptv.cc/yy/1353753252
打狗棍~24h经典好剧,https://live.ottiptv.cc/yy/1354744544
纪晓岚,https://live.ottiptv.cc/yy/1354143978
济公,https://live.ottiptv.cc/yy/1355265814
【周星驰】搞笑电影,https://live.ottiptv.cc/yy/38670875
梦涵 正在直播,https://live.ottiptv.cc/yy/1352475619
弹幕天团 下饭神剧,https://live.ottiptv.cc/yy/23512910
晾剑 电视剧,https://live.ottiptv.cc/yy/1451866697
真实案件系列,https://live.ottiptv.cc/yy/1382671124
豪哥带我们发财,https://live.ottiptv.cc/yy/23402146
康熙微服私访记,https://live.ottiptv.cc/yy/1352811698
狄仁杰,https://live.ottiptv.cc/yy/1351755386
封神榜,https://live.ottiptv.cc/yy/1353426319
神医喜来乐,https://live.ottiptv.cc/yy/1382714119
林正英经典,https://live.ottiptv.cc/yy/1351505899
甜心 正在直播,https://live.ottiptv.cc/yy/1454732419
赵本山《超清版》,https://live.ottiptv.cc/yy/1382683959
赵本山《蓝光版》,https://live.ottiptv.cc/yy/32160832
雍正王朝,https://live.ottiptv.cc/yy/1356043620
李连杰功夫 经典武侠,https://live.ottiptv.cc/yy/74613175
天龙神雕经典回忆,https://live.ottiptv.cc/yy/68260522
大家车言论,https://live.ottiptv.cc/yy/1382570702
雪中悍刀行,https://live.ottiptv.cc/yy/1462996362
老九门24h,https://live.ottiptv.cc/yy/1355171357
小蓉儿 正在直播,https://live.ottiptv.cc/yy/1351762426
经典港片动作搞笑,https://live.ottiptv.cc/yy/1459869766
狂飙,https://live.ottiptv.cc/yy/1382626335
鹿鼎记-高清全集,https://live.ottiptv.cc/yy/1382704650
水浒传,https://live.ottiptv.cc/yy/1353873252
燕双鹰,https://live.ottiptv.cc/yy/1354143942
小美美 正在直播,https://live.ottiptv.cc/yy/1354143966
周星驰搞笑在线,https://live.ottiptv.cc/yy/1351537467
新白娘子传奇,https://live.ottiptv.cc/yy/1354490667
天龙八部,https://live.ottiptv.cc/yy/1355067965
小玲儿 正在直播,https://live.ottiptv.cc/yy/1351814644
燕双鹰,https://live.ottiptv.cc/yy/1352227153
昕儿 正在直播,https://live.ottiptv.cc/yy/1353852605
好先生,https://live.ottiptv.cc/yy/79382500
经典电影 港片枪战,https://live.ottiptv.cc/yy/1355076627
倚天屠龙记,https://live.ottiptv.cc/yy/33300793
【靓剑】乐乐陪看,https://live.ottiptv.cc/yy/1352946111
铁齿铜牙纪晓岚,https://live.ottiptv.cc/yy/1382781415
83射雕英雄传,https://live.ottiptv.cc/yy/1354210357
超喜剧地下交通站男神贾贵,https://live.ottiptv.cc/yy/1353428972
苍狼,https://live.ottiptv.cc/yy/1507704566
鬼经典老片,https://live.ottiptv.cc/yy/1463783198
动漫,https://live.ottiptv.cc/yy/25055036
纪晓岚,https://live.ottiptv.cc/yy/1352227227
动漫,https://live.ottiptv.cc/yy/26664495
宰相刘罗锅,https://live.ottiptv.cc/yy/1353892468
动漫,https://live.ottiptv.cc/yy/1354143938
薛仁贵传奇,https://live.ottiptv.cc/yy/1355260662
动漫,https://live.ottiptv.cc/yy/1382747970
【战狼3吴京】独播,https://live.ottiptv.cc/yy/37999586
知否知否应是绿肥红瘦,https://live.ottiptv.cc/yy/21881901
古装剧,https://live.ottiptv.cc/yy/1356158015
恐怖电影,https://live.ottiptv.cc/yy/24066336
动漫,https://live.ottiptv.cc/yy/1354768831
《石敢当》六耳猕猴,https://live.ottiptv.cc/yy/1394156613
大染坊,https://live.ottiptv.cc/yy/1353215589
五号特工组和平ff,https://live.ottiptv.cc/yy/1414967772
鬼片喜剧动作港剧,https://live.ottiptv.cc/yy/1355269576
少年歌行1.2~,https://live.ottiptv.cc/yy/29067083
新主播，求照顾,https://live.ottiptv.cc/yy/1382690406
破案港剧,https://live.ottiptv.cc/yy/1350670730
国漫动漫,https://live.ottiptv.cc/yy/1354768828
经典雪豹24h,https://live.ottiptv.cc/yy/1459010966
w_400,https://live.ottiptv.cc/yy/1356212303
经典抗战剧,https://live.ottiptv.cc/yy/1354555195
西游记后传 蓝光,https://live.ottiptv.cc/yy/1353392400
苹果工会招募主播,https://live.ottiptv.cc/yy/1354889234
动漫《火影疾风传》,https://live.ottiptv.cc/yy/1459675153
精彩动漫,https://live.ottiptv.cc/yy/1420843376
安安电视剧,https://live.ottiptv.cc/yy/1414817779
【新三国】,https://live.ottiptv.cc/yy/1382851415
【经典港片】佟瑶,https://live.ottiptv.cc/yy/23531261
经典港片电影,https://live.ottiptv.cc/yy/1461889059
w_400,https://live.ottiptv.cc/yy/1394000563
24h唐朝诡实录1234,https://live.ottiptv.cc/yy/1353913646
【武林客栈】,https://live.ottiptv.cc/yy/1382773728
老妖私影院,https://live.ottiptv.cc/yy/1354952229
绝版僵尸鬼片,https://live.ottiptv.cc/yy/1460889796
鬼片恐怖私家影院,https://live.ottiptv.cc/yy/1354209316
军旅剧（回忆经典）,https://live.ottiptv.cc/yy/1356306672
惊恐盗暮鬼怪,https://live.ottiptv.cc/yy/1382749525
经典鬼片3000部,https://live.ottiptv.cc/yy/29460894
动漫,https://live.ottiptv.cc/yy/22777075
武林外传,https://live.ottiptv.cc/yy/1354282410
什么会让你快乐,https://live.ottiptv.cc/yy/54886912
w_400,https://live.ottiptv.cc/yy/1382773714
雍正王朝,https://live.ottiptv.cc/yy/1459714870
时代剧，黄土高天,https://live.ottiptv.cc/yy/1414864180
8090.电影一哥,https://live.ottiptv.cc/yy/29197808
【科幻电影】,https://live.ottiptv.cc/yy/1355065896
今天你喂狗了吗,https://live.ottiptv.cc/yy/1352300646
经典港片电影,https://live.ottiptv.cc/yy/1459801818
1930年代经典电影,https://live.ottiptv.cc/yy/1356363815
僵尸道长,https://live.ottiptv.cc/yy/1355171231
少年歌行,https://live.ottiptv.cc/yy/1450556636
新白娘子4K高清观看,https://live.ottiptv.cc/yy/1508961855
【战狼3吴京】首播,https://live.ottiptv.cc/yy/1456668939
YY果国际电影频道,https://live.ottiptv.cc/yy/1382627144
电影,https://live.ottiptv.cc/yy/37454459
《东北小品》,https://live.ottiptv.cc/yy/29600150
士兵突击,https://live.ottiptv.cc/yy/1382768483
易中天品三国完整版,https://live.ottiptv.cc/yy/1461244449
欢迎光临,https://live.ottiptv.cc/yy/1355532933
w_400,https://live.ottiptv.cc/yy/1354693629
东北小品王,https://live.ottiptv.cc/yy/34313906
斗破苍穹~24h玄幻剧,https://live.ottiptv.cc/yy/1356051105
魅力女神别错过,https://live.ottiptv.cc/yy/1356076442
少寒回归啦-真,https://live.ottiptv.cc/yy/13739310
你的声音女友,https://live.ottiptv.cc/yy/1460008724
4K测试,#genre#
苏州4k,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4k,https://event.pull.hebtv.com:443/live/live101.m3u8
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de$LR•IPV4
世界杯赛线路。赛事结束线路就删掉,#genre#
高清直播,https://pull.yaokun1985.com/live/9311133.flv?auth_info=GSu9PPu25hfPcsfxFJGepJtcB9pL0IdA6v%2FgxWKK5jE%3D.725274366f5162324a494a6f74515741
咪咕,https://pull.yaokun1985.com/live/9314027.flv?auth_info=P3HJ27gcn2F%2FnkalXIghAPch32vuVzi4aR2DxEsQBiA%3D.6a7a67676a526245474b7a7432735933
CCTV-5+,http://14.153.176.157:1234/641886773
世界杯回放,#genre#
墨西哥开幕式,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea2afbbc3417f14f0370019eb7ee61b5_309.mp4?sign=c1c5e2f72a93d8f216de9356db2472ce&t=6a336003
世界杯开幕式,https://sns-video-v6-m.xhscdn.com/stream/79/110/309/01ea2cad5a42b3764f0370019ebe8d4aa3_309.mp4?sign=65914b61d4b7682857e0550fc957f36b&t=6a334934
开幕式,https://sns-video-v6-m.xhscdn.com/stream/79/110/309/01ea2afbbc3417f14f0370019eb7ee61b5_309.mp4?sign=681cb8fd5447316b2bab61ebbda579e6&t=6a334a58
美国开幕式,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea2cad5a42b3764f0370019ebe8d4aa3_309.mp4?sign=d4442bea240b9d6a9b2b8ff00d2e912d&t=6a336150
加拿大开幕式,https://sns-video-v2.xhscdn.com/stream/79/110/309/01ea2d4b3a38cd614f0370019ec0f2db6a_309.mp4?sign=8506f9175932adc990e3c5eef06833e7&t=6a381010
墨西哥V南非https://sns-video-v6-m.xhscdn.com/stream/79/110/309/01ea2b4d983ca51d4f0370019eb9f57bf2_309.mp4?sign=2af994d9f781f53099532aabb51e8c09&t=6a334ba5
韩国V捷克,https://sns-video-v6-m.xhscdn.com/stream/79/110/309/01ea2c28d031663a4f0370019ebcfa0106_309.mp4?sign=a70a992f8f1fc63fdd2393965845f9d6&t=6a334d21
纯享版墨西哥V南飞https://sns-video-v6-m.xhscdn.com/stream/79/110/309/01ea2bc3b74293ae4f0370019ebbab77f9_309.mp4?sign=3f925e6ce667decbc88a362a9b716cc5&t=6a334dd1
纯享版韩国V捷克,https://sns-video-v6-m.xhscdn.com/stream/79/110/309/01ea2bd8b4372ac34f0370019ebbf0d75c_309.mp4?sign=d4adf4bb8953802f70df928833a2b8dd&t=6a334f88
加拿大V波黑,https://sns-video-v6-m.xhscdn.com/stream/79/110/309/01ea2c7ccc3b53544f0370019ebe802a2f_309.mp4?sign=13a9b22c93d01e9e415f1a7224339530&t=6a335053
美国V巴拉圭,https://sns-video-v2-m.xhscdn.com/stream/1/110/309/01ea2d94b93673b8010370019ec2b947f6_309.mp4?sign=ea78e3b03d9629e9857d29fc6dd74b28&t=6a3351a6
卡塔尔V瑞士,https://sns-video-v2-m.xhscdn.com/stream/1/110/309/01ea2dd5e941c7d3010370019ec37f179b_309.mp4?sign=928309cb4dd9495a10a312396e868175&t=6a3352a8
巴西V摩洛哥,https://sns-video-v2-m.xhscdn.com/stream/1/110/309/01ea2e1b3e2f7b1f010370019ec498c7ac_309.mp4?sign=c2a185ee18f322ceac96b02ab1dfe95d&t=6a33533f
海地V苏格兰,https://sns-video-v2-m.xhscdn.com/stream/1/110/309/01ea2e2c8a4e5f92010370019ec4e25b2c_309.mp4?sign=cc33abe158f2b1175c06b3ea6b0564bb&t=6a33539d
澳大利亚V土尔其,https://sns-video-v2-m.xhscdn.com/stream/1/110/309/01ea2e6ed62f4157010370019ec5b51411_309.mp4?sign=1f16d238839cb7811cd350cf4e514db2&t=6a33540a
德国V库拉索,https://sns-video-v2-m.xhscdn.com/stream/1/110/309/01ea2f060c2f6ec7010370019ec8291523_309.mp4?sign=f1cceec3c4924516b963d9eaababde4b&t=6a33569c
荷兰V日本,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea2fcb433ffb9c4f0370019ecb2f75f4_309.mp4?sign=7317f83dd66eff839eb8330d7c3e5d02&t=6a335721
科特敌瓦V厄瓜多尔,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea2f67e13cb7e24f0370019ec97f8a16_309.mp4?sign=d7a5b1ab6efc7fdfd623886a1eb78918&t=6a33578a
瑞典V突尼斯,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea2fda3b4ec4424f0370019ecb89fc06_309.mp4?sign=3dc2326495021b5579645805751a3fc1&t=6a335830
西班牙V弗得角,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea304a3138e77c4f0370019ecccd64e0_309.mp4?sign=156e7a3e51a527f473e9c3aa21477749&t=6a3358fe
比利时V埃及,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea3087fb3721f24f0370019ece126e29_309.mp4?sign=4b49d3b38cd2098ea345c90a696b6894&t=6a3359ac
沙特V乌拉圭,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea30a1324284394f0370019ece28c67b_309.mp4?sign=f422e45bc9a5e04aef26122afa6852d0&t=6a335a0d
伊朗V新西兰,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea30d42a341cf34f0370019eceef6705_309.mp4?sign=0f3a75f501ee6ea73b239765d4503289&t=6a335a8d
法国V塞内加尔,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea31c97f3a60654f0370019ed3056441_309.mp4?sign=a92cde75022597d000501d41d4836f5c&t=6a335b0e
伊拉克V挪威,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea31f6293d2a584f0370019ed3807ce1_309.mp4?sign=b57ed4c5005adf28794cd8ac9cdc8e95&t=6a335b81
阿根廷V阿尔及利亚,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea3219554edd644f0370019ed3e00a2a_309.mp4?sign=16ce81aec1c943b75ab1211f0bb96a28&t=6a335c60
奥地利V约旦,https://sns-video-v2-m.xhscdn.com/stream/79/110/309/01ea3249d94e67ee4f0370019ed4aea818_309.mp4?sign=486afb40d0c0666f9bc15fb11cbe1995&t=6a335ce0
葡萄牙V刚果https://sns-video-v2-m.xhscdn.com/stream/1/110/309/01ea3312ee3d05f4010370019ed7db498e_309.mp4?sign=4ef456d11a9f3eecb8c6ccf1006c1d93&t=6a335d69
英格兰V克罗地亚https://sns-video-v2-m.xhscdn.com/stream/1/110/309/01ea332cfb4e4183010370019ed88be40c_309.mp4?sign=003af5ecd9d4c9b7b98d7fa9766ab3d2&t=6a335dcb
加纳V巴拉马,https://sns-video-v2-m.xhscdn.com/stream/1/110/258/01ea334dfe42b771010370019ed86fbafc_258.mp4?sign=4742eace15a76496e25cdd4c480f693a&t=6a335e6c
乌兹别克斯坦V哥伦比亚,https://sns-video-v2.xhscdn.com/stream/79/110/309/01ea3372c9371ca04f0370019ed8fcede4_309.mp4?sign=8d57638380f2c479b3a4bcc0fefdc1f5&t=6a3811c0
央视移动源,#genre#
CCTV-1HD,http://192.151.150.154/live/cctv1hd.m3u8
CCTV-2HD,http://192.151.150.154/live/cctv2hd.m3u8
CCTV-3HD,http://192.151.150.154/live/cctv3hd.m3u8
CCTV-4HD,http://192.151.150.154/live/cctv4hd.m3u8
CCTV-5HD,http://192.151.150.154/live/cctv5hd.m3u8
CCTV-6HD,http://192.151.150.154/live/cctv6hd.m3u8
CCTV-7HD,http://192.151.150.154/live/cctv7hd.m3u8
CCTV-8HD,http://192.151.150.154/live/cctv8hd.m3u8
CCTV-9HD,http://192.151.150.154/live/cctv9hd.m3u8
CCTV-10HD,http://192.151.150.154/live/cctv10hd.m3u8
CCTV-11HD,http://192.151.150.154/live/cctv11hd.m3u8
CCTV-12HD,http://192.151.150.154/live/cctv12hd.m3u8
CCTV-13HD,http://192.151.150.154/live/cctv13hd.m3u8
CCTV-14HD,http://192.151.150.154/live/cctv14hd.m3u8
CCTV-15HD,http://192.151.150.154/live/cctv15hd.m3u8
CCTV-16HD,http://192.151.150.154/live/cctv16hd.m3u8
CCTV-17HD,http://192.151.150.154/live/cctv17hd.m3u8
CCTV-5+HD,http://192.151.150.154/live/cctv5p.m3u8
湖南卫视HD,http://192.151.150.154/live/hnwshd.m3u8
东方卫视HD,http://192.151.150.154/live/dfwshd.m3u8
浙江卫视HD,http://192.151.150.154/live/zjwshd.m3u8
江苏卫视HD,http://192.151.150.154/live/jswshd.m3u8
山东卫视HD,http://192.151.150.154/live/sdwshd.m3u8
天津卫视HD,http://192.151.150.154/live/tjwshd.m3u8
四川卫视HD,http://192.151.150.154/live/scwshd.m3u8
山西卫视HD,http://192.151.150.154/live/sxwshd.m3u8
宁夏卫视,http://192.151.150.154/live/nxws.m3u8
内蒙古卫视,http://192.151.150.154/live/nmgws.m3u8
新疆卫视,http://192.151.150.154/live/xjws.m3u8
三沙卫视,http://192.151.150.154/live/ssws.m3u8
CCTV-电视指南,http://192.151.150.154/live/dszn.m3u8
CCTV-高尔夫网球,http://192.151.150.154/live/ge购物.m3u8
哈哈炫动HD,http://192.151.150.154/live/xdkthd.m3u8
上海都市HD,http://192.151.150.154/live/shylhd.m3u8
五星体育HD,http://192.151.150.154/live/wxtyhd.m3u8
广西移动,http://192.151.150.154/live/gxyd.m3u8
天津新闻,http://192.151.150.154/live/tjtv1.m3u8
天津文艺,http://192.151.150.154/live/tjtv2.m3u8
天津影视,http://192.151.150.154/live/tjtv3.m3u8
天津都市,http://192.151.150.154/live/tjtv4.m3u8
天津体育,http://192.151.150.154/live/tjtv5.m3u8
天津教育,http://192.151.150.154/live/tjtv6.m3u8
湖北公共新闻,http://192.151.150.154/live/hbgg.m3u8
湖南国际,http://192.151.150.154/live/hngj.m3u8
新疆少儿频道,http://192.151.150.154/live/xjtv8.m3u8
江西都市频道,http://192.151.150.154/live/jxtv2.m3u8
江西经济生活,http://192.151.150.154/live/jxtv3.m3u8
江西公共农业,http://192.151.150.154/live/jxtv5.m3u8
江西移动电视,http://192.151.150.154/live/jxtv8.m3u8
江西陶瓷频道,http://192.151.150.154/live/jxtv10.m3u8
邵氏电影,http://192.151.150.154/live/lbssdy.m3u8
邵氏武侠,http://192.151.150.154/live/lbsswx.m3u8
邵氏动作,http://192.151.150.154/live/lbssdz.m3u8
邵氏喜剧,http://192.151.150.154/live/lbssxj.m3u8
央视频道,#genre#
CCTV-1综合,http://204.12.221.218:8181/3m1080p/cctv1.m3u8
CCTV-2财经,http://204.12.221.218:8181/3m1080p/cctv2.m3u8
CCTV-3综艺,http://204.12.221.218:8181/3m1080p/cctv3.m3u8
CCTV-4中文国际,http://204.12.221.218:8181/3m1080p/cctv4.m3u8
CCTV-5体育,http://204.12.221.218:8181/3m1080p/cctv5.m3u8
CCTV-6电影,http://204.12.221.218:8181/3m1080p/cctv6.m3u8
